domain_name,target_series,transition_order,earlier_stage,later_stage,hac_p_value_squared_error_two_sided,test_family,raw_p,source,hac_p_value_abs_error_two_sided,stage_order,forecast_stage,hac_p_sq,hac_p_abs,p_uc,benchmark_method,hac_p_score_two_sided,holm_p,raw_sig_005,holm_sig_005
Labour,PAYEMS,4,month_end,pre_employment_report,,H1_absolute_error,0.74369651418870575,h1_information_gain_summary.csv,0.74369651418870575,,,,,,,,1,0,0
Labour,UNRATE,1,month_open,after_week_1,,H1_absolute_error,0.52400300658573495,h1_information_gain_summary.csv,0.52400300658573495,,,,,,,,1,0,0
Labour,UNRATE,2,after_week_1,after_week_2,,H1_absolute_error,0.28199916248355622,h1_information_gain_summary.csv,0.28199916248355622,,,,,,,,1,0,0
Labour,UNRATE,3,after_week_2,month_end,,H1_absolute_error,0.8947613931510181,h1_information_gain_summary.csv,0.8947613931510181,,,,,,,,1,0,0
Labour,UNRATE,4,month_end,pre_employment_report,,H1_absolute_error,0.0013815542971051,h1_information_gain_summary.csv,0.0013815542971051,,,,,,,,0.038683520318942802,1,1
GDP,GDPC1,,,,0.65642300344512627,H2_squared_error_informative_cells,0.65642300344512627,h2_stage_policy_summary.csv,,3,after_month_2,,,,,,1,0,0
GDP,GDPC1,,,,0.1173408485888791,H2_squared_error_informative_cells,0.1173408485888791,h2_stage_policy_summary.csv,,4,quarter_end,,,,,,0.82138594012215371,0,0
Inflation,CPIAUCSL,,,,0.34415994419643781,H2_squared_error_informative_cells,0.34415994419643781,h2_stage_policy_summary.csv,,1,month_open,,,,,,1,0,0
Inflation,CPILFESL,,,,0.31836274292940842,H2_squared_error_informative_cells,0.31836274292940842,h2_stage_policy_summary.csv,,1,month_open,,,,,,1,0,0
Inflation,PCEPI,,,,0.64151574475572914,H2_squared_error_informative_cells,0.64151574475572914,h2_stage_policy_summary.csv,,1,month_open,,,,,,1,0,0
Inflation,PCEPILFE,,,,0.79785221258110273,H2_squared_error_informative_cells,0.79785221258110273,h2_stage_policy_summary.csv,,2,mid_month,,,,,,1,0,0
Labour,CES0500000003,,,,0.0011846215669230999,H2_squared_error_informative_cells,0.0011846215669230999,h2_stage_policy_summary.csv,,4,month_end,,,,,,0.010661594102307898,1,1
Labour,CES0500000003,,,,0.0003637289122804,H2_squared_error_informative_cells,0.0003637289122804,h2_stage_policy_summary.csv,,5,pre_employment_report,,,,,,0.0036372891228039998,1,1
Labour,PAYEMS,,,,0.0092056262031936006,H2_squared_error_informative_cells,0.0092056262031936006,h2_stage_policy_summary.csv,,1,month_open,,,,,,0.073645009625548805,1,0
Labour,PAYEMS,,,,0.3345153465414028,H2_squared_error_informative_cells,0.3345153465414028,h2_stage_policy_summary.csv,,3,after_week_2,,,,,,1,0,0
Labour,UNRATE,,,,3.9006295659227419e-05,H2_squared_error_informative_cells,3.9006295659227419e-05,h2_stage_policy_summary.csv,,1,month_open,,,,,,0.00042906925225150161,1,1
GDP,GDPC1,,,,,H2_absolute_error_informative_cells,0.51135736124296327,h2_stage_policy_summary.csv,0.51135736124296327,3,after_month_2,,,,,,1,0,0
GDP,GDPC1,,,,,H2_absolute_error_informative_cells,0.057932740429732899,h2_stage_policy_summary.csv,0.057932740429732899,4,quarter_end,,,,,,0.40552918300813029,0,0
Inflation,CPIAUCSL,,,,,H2_absolute_error_informative_cells,0.25430531233612269,h2_stage_policy_summary.csv,0.25430531233612269,1,month_open,,,,,,1,0,0
Inflation,CPILFESL,,,,,H2_absolute_error_informative_cells,0.090785451858419006,h2_stage_policy_summary.csv,0.090785451858419006,1,month_open,,,,,,0.54471271115051401,0,0
Inflation,PCEPI,,,,,H2_absolute_error_informative_cells,0.59317450211326606,h2_stage_policy_summary.csv,0.59317450211326606,1,month_open,,,,,,1,0,0
Inflation,PCEPILFE,,,,,H2_absolute_error_informative_cells,0.76337238203646696,h2_stage_policy_summary.csv,0.76337238203646696,2,mid_month,,,,,,1,0,0
Labour,CES0500000003,,,,,H2_absolute_error_informative_cells,0.013069640152223399,h2_stage_policy_summary.csv,0.013069640152223399,4,month_end,,,,,,0.10455712121778719,1,0
Labour,CES0500000003,,,,,H2_absolute_error_informative_cells,0.0064273696592809003,h2_stage_policy_summary.csv,0.0064273696592809003,5,pre_employment_report,,,,,,0.064273696592809001,1,0
Labour,PAYEMS,,,,,H2_absolute_error_informative_cells,0.0080310632992115008,h2_stage_policy_summary.csv,0.0080310632992115008,1,month_open,,,,,,0.0722795696929035,1,0
Labour,PAYEMS,,,,,H2_absolute_error_informative_cells,0.18887556830140359,h2_stage_policy_summary.csv,0.18887556830140359,3,after_week_2,,,,,,0.94437784150701798,0,0
Labour,UNRATE,,,,,H2_absolute_error_informative_cells,2.2210830565860817e-06,h2_stage_policy_summary.csv,2.2210830565860817e-06,1,month_open,,,,,,2.4431913622446899e-05,1,1
GDP,GDPC1,,,,,H3_target_squared_error,0.1015867846813187,h3_vintage_target_summary.csv,,,,0.1015867846813187,,,,,0.71110749276923091,0,0
Inflation,CPIAUCSL,,,,,H3_target_squared_error,0.41070584501363688,h3_vintage_target_summary.csv,,,,0.41070584501363688,,,,,1,0,0
Inflation,CPILFESL,,,,,H3_target_squared_error,0.17269515762947171,h3_vintage_target_summary.csv,,,,0.17269515762947171,,,,,1,0,0
Inflation,PCEPI,,,,,H3_target_squared_error,0.22340753728448429,h3_vintage_target_summary.csv,,,,0.22340753728448429,,,,,1,0,0
Inflation,PCEPILFE,,,,,H3_target_squared_error,0.23503858811972919,h3_vintage_target_summary.csv,,,,0.23503858811972919,,,,,1,0,0
Labour,CES0500000003,,,,,H3_target_squared_error,0.28510543584404541,h3_vintage_target_summary.csv,,,,0.28510543584404541,,,,,1,0,0
Labour,PAYEMS,,,,,H3_target_squared_error,0.45635172451081552,h3_vintage_target_summary.csv,,,,0.45635172451081552,,,,,1,0,0
Labour,UNRATE,,,,,H3_target_squared_error,1.4633416367537677e-07,h3_vintage_target_summary.csv,,,,1.4633416367537677e-07,,,,,1.1706733094030142e-06,1,1
GDP,GDPC1,,,,,H3_target_absolute_error,0.6492510306781345,h3_vintage_target_summary.csv,,,,,0.6492510306781345,,,,0.96699193215204982,0,0
Inflation,CPIAUCSL,,,,,H3_target_absolute_error,0.48349596607602491,h3_vintage_target_summary.csv,,,,,0.48349596607602491,,,,0.96699193215204982,0,0
Inflation,CPILFESL,,,,,H3_target_absolute_error,0.062819899956182201,h3_vintage_target_summary.csv,,,,,0.062819899956182201,,,,0.37691939973709321,0,0
Inflation,PCEPI,,,,,H3_target_absolute_error,0.066671369004525902,h3_vintage_target_summary.csv,,,,,0.066671369004525902,,,,0.37691939973709321,0,0
Inflation,PCEPILFE,,,,,H3_target_absolute_error,0.048682984253219701,h3_vintage_target_summary.csv,,,,,0.048682984253219701,,,,0.3407808897725379,1,0
Labour,CES0500000003,,,,,H3_target_absolute_error,0.26956602761381998,h3_vintage_target_summary.csv,,,,,0.26956602761381998,,,,0.80869808284145994,0,0
Labour,PAYEMS,,,,,H3_target_absolute_error,0.18116686315204769,h3_vintage_target_summary.csv,,,,,0.18116686315204769,,,,0.72466745260819077,0,0
Labour,UNRATE,,,,,H3_target_absolute_error,2.1949875614879488e-06,h3_vintage_target_summary.csv,,,,,2.1949875614879488e-06,,,,1.7559900491903591e-05,1,1
GDP,GDPC1,,,,,H4_primary_unconditional_coverage,0.020657659135622002,h4_interval_summary.csv,,1,early_quarter,,,0.020657659135622002,,,0.72301806974677008,1,0
GDP,GDPC1,,,,,H4_primary_unconditional_coverage,0.020657659135622002,h4_interval_summary.csv,,2,after_month_1,,,0.020657659135622002,,,0.72301806974677008,1,0
GDP,GDPC1,,,,,H4_primary_unconditional_coverage,0.020657659135622002,h4_interval_summary.csv,,3,after_month_2,,,0.020657659135622002,,,0.72301806974677008,1,0
GDP,GDPC1,,,,,H4_primary_unconditional_coverage,0.020657659135622002,h4_interval_summary.csv,,4,quarter_end,,,0.020657659135622002,,,0.72301806974677008,1,0
GDP,GDPC1,,,,,H4_primary_unconditional_coverage,0.020657659135622002,h4_interval_summary.csv,,5,pre_advance_release,,,0.020657659135622002,,,0.72301806974677008,1,0
Inflation,CPIAUCSL,,,,,H4_primary_unconditional_coverage,0.032532917643595199,h4_interval_summary.csv,,1,month_open,,,0.032532917643595199,,,0.94345461166426081,1,0
Inflation,CPIAUCSL,,,,,H4_primary_unconditional_coverage,0.41295072231710861,h4_interval_summary.csv,,2,mid_month,,,0.41295072231710861,,,1,0,0
Inflation,CPIAUCSL,,,,,H4_primary_unconditional_coverage,0.2097987046721094,h4_interval_summary.csv,,3,month_end,,,0.2097987046721094,,,1,0,0
Inflation,CPIAUCSL,,,,,H4_primary_unconditional_coverage,0.41295072231710861,h4_interval_summary.csv,,4,pre_release,,,0.41295072231710861,,,1,0,0
Inflation,CPILFESL,,,,,H4_primary_unconditional_coverage,0.2371884111631743,h4_interval_summary.csv,,1,month_open,,,0.2371884111631743,,,1,0,0
Inflation,CPILFESL,,,,,H4_primary_unconditional_coverage,0.2097987046721094,h4_interval_summary.csv,,2,mid_month,,,0.2097987046721094,,,1,0,0
Inflation,CPILFESL,,,,,H4_primary_unconditional_coverage,0.086667868265458206,h4_interval_summary.csv,,3,month_end,,,0.086667868265458206,,,1,0,0
Inflation,CPILFESL,,,,,H4_primary_unconditional_coverage,0.2097987046721094,h4_interval_summary.csv,,4,pre_release,,,0.2097987046721094,,,1,0,0
Inflation,PCEPI,,,,,H4_primary_unconditional_coverage,0.038423719999578797,h4_interval_summary.csv,,1,month_open,,,0.038423719999578797,,,1,1,0
Inflation,PCEPI,,,,,H4_primary_unconditional_coverage,0.2371884111631743,h4_interval_summary.csv,,2,mid_month,,,0.2371884111631743,,,1,0,0
Inflation,PCEPI,,,,,H4_primary_unconditional_coverage,0.086667868265458206,h4_interval_summary.csv,,3,month_end,,,0.086667868265458206,,,1,0,0
Inflation,PCEPI,,,,,H4_primary_unconditional_coverage,0.086667868265458206,h4_interval_summary.csv,,4,pre_release,,,0.086667868265458206,,,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_unconditional_coverage,0.2675658763378686,h4_interval_summary.csv,,1,month_open,,,0.2675658763378686,,,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_unconditional_coverage,0.2371884111631743,h4_interval_summary.csv,,2,mid_month,,,0.2371884111631743,,,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_unconditional_coverage,0.2097987046721094,h4_interval_summary.csv,,3,month_end,,,0.2097987046721094,,,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_unconditional_coverage,0.086667868265458206,h4_interval_summary.csv,,4,pre_release,,,0.086667868265458206,,,1,0,0
Labour,CES0500000003,,,,,H4_primary_unconditional_coverage,0.37233044465755499,h4_interval_summary.csv,,1,month_open,,,0.37233044465755499,,,1,0,0
Labour,CES0500000003,,,,,H4_primary_unconditional_coverage,0.37233044465755499,h4_interval_summary.csv,,2,after_week_1,,,0.37233044465755499,,,1,0,0
Labour,CES0500000003,,,,,H4_primary_unconditional_coverage,0.93756732783819363,h4_interval_summary.csv,,3,after_week_2,,,0.93756732783819363,,,1,0,0
Labour,CES0500000003,,,,,H4_primary_unconditional_coverage,0.37233044465755499,h4_interval_summary.csv,,4,month_end,,,0.37233044465755499,,,1,0,0
Labour,CES0500000003,,,,,H4_primary_unconditional_coverage,0.37233044465755499,h4_interval_summary.csv,,5,pre_employment_report,,,0.37233044465755499,,,1,0,0
Labour,PAYEMS,,,,,H4_primary_unconditional_coverage,0.1851807836078016,h4_interval_summary.csv,,1,month_open,,,0.1851807836078016,,,1,0,0
Labour,PAYEMS,,,,,H4_primary_unconditional_coverage,0.023234999628128999,h4_interval_summary.csv,,2,after_week_1,,,0.023234999628128999,,,0.72301806974677008,1,0
Labour,PAYEMS,,,,,H4_primary_unconditional_coverage,0.074842038193486504,h4_interval_summary.csv,,3,after_week_2,,,0.074842038193486504,,,1,0,0
Labour,PAYEMS,,,,,H4_primary_unconditional_coverage,0.074842038193486504,h4_interval_summary.csv,,4,month_end,,,0.074842038193486504,,,1,0,0
Labour,PAYEMS,,,,,H4_primary_unconditional_coverage,0.074842038193486504,h4_interval_summary.csv,,5,pre_employment_report,,,0.074842038193486504,,,1,0,0
Labour,UNRATE,,,,,H4_primary_unconditional_coverage,0.00078705050473450004,h4_interval_summary.csv,,1,month_open,,,0.00078705050473450004,,,0.028333818170442001,1,1
Labour,UNRATE,,,,,H4_primary_unconditional_coverage,0.69693945116184741,h4_interval_summary.csv,,2,after_week_1,,,0.69693945116184741,,,1,0,0
Labour,UNRATE,,,,,H4_primary_unconditional_coverage,0.44220274536238791,h4_interval_summary.csv,,3,after_week_2,,,0.44220274536238791,,,1,0,0
Labour,UNRATE,,,,,H4_primary_unconditional_coverage,0.44220274536238791,h4_interval_summary.csv,,4,month_end,,,0.44220274536238791,,,1,0,0
Labour,UNRATE,,,,,H4_primary_unconditional_coverage,1,h4_interval_summary.csv,,5,pre_employment_report,,,1,,,1,0,0
GDP,GDPC1,,,,,H4_primary_vs_gaussian_interval_score,1.1586287484988134e-12,h4_interval_method_comparisons.csv,,1,early_quarter,,,,gaussian_rmse,1.1586287484988134e-12,4.1710634945957281e-11,1,1
GDP,GDPC1,,,,,H4_primary_vs_gaussian_interval_score,3.6786686876677521e-06,h4_interval_method_comparisons.csv,,2,after_month_1,,,,gaussian_rmse,3.6786686876677521e-06,0.00011403872931770032,1,1
GDP,GDPC1,,,,,H4_primary_vs_gaussian_interval_score,7.6424499217964126e-07,h4_interval_method_comparisons.csv,,3,after_month_2,,,,gaussian_rmse,7.6424499217964126e-07,2.5220084741928162e-05,1,1
GDP,GDPC1,,,,,H4_primary_vs_gaussian_interval_score,1.2914231906080431e-09,h4_interval_method_comparisons.csv,,4,quarter_end,,,,gaussian_rmse,1.2914231906080431e-09,4.5199811671281509e-08,1,1
GDP,GDPC1,,,,,H4_primary_vs_gaussian_interval_score,1.9452558674970533e-06,h4_interval_method_comparisons.csv,,5,pre_advance_release,,,,gaussian_rmse,1.9452558674970533e-06,6.2248187759905704e-05,1,1
Inflation,CPIAUCSL,,,,,H4_primary_vs_gaussian_interval_score,0.037334720313976,h4_interval_method_comparisons.csv,,1,month_open,,,,gaussian_rmse,0.037334720313976,0.410681923453736,1,0
Inflation,CPIAUCSL,,,,,H4_primary_vs_gaussian_interval_score,0.76244998894085803,h4_interval_method_comparisons.csv,,2,mid_month,,,,gaussian_rmse,0.76244998894085803,1,0,0
Inflation,CPIAUCSL,,,,,H4_primary_vs_gaussian_interval_score,0.66623793064970793,h4_interval_method_comparisons.csv,,3,month_end,,,,gaussian_rmse,0.66623793064970793,1,0,0
Inflation,CPIAUCSL,,,,,H4_primary_vs_gaussian_interval_score,0.67096350845656105,h4_interval_method_comparisons.csv,,4,pre_release,,,,gaussian_rmse,0.67096350845656105,1,0,0
Inflation,CPILFESL,,,,,H4_primary_vs_gaussian_interval_score,3.5057695990658999e-07,h4_interval_method_comparisons.csv,,1,month_open,,,,gaussian_rmse,3.5057695990658999e-07,1.191961663682406e-05,1,1
Inflation,CPILFESL,,,,,H4_primary_vs_gaussian_interval_score,0.0024922717333128999,h4_interval_method_comparisons.csv,,2,mid_month,,,,gaussian_rmse,0.0024922717333128999,0.049845434666258001,1,1
Inflation,CPILFESL,,,,,H4_primary_vs_gaussian_interval_score,0.0021184982522455,h4_interval_method_comparisons.csv,,3,month_end,,,,gaussian_rmse,0.0021184982522455,0.045934378181131205,1,1
Inflation,CPILFESL,,,,,H4_primary_vs_gaussian_interval_score,0.0144765593956042,h4_interval_method_comparisons.csv,,4,pre_release,,,,gaussian_rmse,0.0144765593956042,0.1737187127472504,1,0
Inflation,PCEPI,,,,,H4_primary_vs_gaussian_interval_score,0.0094939984757419996,h4_interval_method_comparisons.csv,,1,month_open,,,,gaussian_rmse,0.0094939984757419996,0.14818573609376801,1,0
Inflation,PCEPI,,,,,H4_primary_vs_gaussian_interval_score,0.076642214030820693,h4_interval_method_comparisons.csv,,2,mid_month,,,,gaussian_rmse,0.076642214030820693,0.68977992627738627,0,0
Inflation,PCEPI,,,,,H4_primary_vs_gaussian_interval_score,0.75186024802156259,h4_interval_method_comparisons.csv,,3,month_end,,,,gaussian_rmse,0.75186024802156259,1,0,0
Inflation,PCEPI,,,,,H4_primary_vs_gaussian_interval_score,0.50444664381310722,h4_interval_method_comparisons.csv,,4,pre_release,,,,gaussian_rmse,0.50444664381310722,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_vs_gaussian_interval_score,0.89943577182208356,h4_interval_method_comparisons.csv,,1,month_open,,,,gaussian_rmse,0.89943577182208356,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_vs_gaussian_interval_score,0.048147041634026999,h4_interval_method_comparisons.csv,,2,mid_month,,,,gaussian_rmse,0.048147041634026999,0.48147041634026999,1,0
Inflation,PCEPILFE,,,,,H4_primary_vs_gaussian_interval_score,0.16445043760754929,h4_interval_method_comparisons.csv,,3,month_end,,,,gaussian_rmse,0.16445043760754929,1,0,0
Inflation,PCEPILFE,,,,,H4_primary_vs_gaussian_interval_score,0.17081198906180939,h4_interval_method_comparisons.csv,,4,pre_release,,,,gaussian_rmse,0.17081198906180939,1,0,0
Labour,CES0500000003,,,,,H4_primary_vs_gaussian_interval_score,0.0010346440470483001,h4_interval_method_comparisons.csv,,1,month_open,,,,gaussian_rmse,0.0010346440470483001,0.0276020483290551,1,1
Labour,CES0500000003,,,,,H4_primary_vs_gaussian_interval_score,0.0019919690819865002,h4_interval_method_comparisons.csv,,2,after_week_1,,,,gaussian_rmse,0.0019919690819865002,0.045934378181131205,1,1
Labour,CES0500000003,,,,,H4_primary_vs_gaussian_interval_score,0.0053371822957580996,h4_interval_method_comparisons.csv,,3,after_week_2,,,,gaussian_rmse,0.0053371822957580996,0.10140646361940389,1,0
Labour,CES0500000003,,,,,H4_primary_vs_gaussian_interval_score,0.0020824490143946002,h4_interval_method_comparisons.csv,,4,month_end,,,,gaussian_rmse,0.0020824490143946002,0.045934378181131205,1,1
Labour,CES0500000003,,,,,H4_primary_vs_gaussian_interval_score,0.0019139324242138001,h4_interval_method_comparisons.csv,,5,pre_employment_report,,,,gaussian_rmse,0.0019139324242138001,0.045934378181131205,1,1
Labour,PAYEMS,,,,,H4_primary_vs_gaussian_interval_score,0.0010479732829127,h4_interval_method_comparisons.csv,,1,month_open,,,,gaussian_rmse,0.0010479732829127,0.0276020483290551,1,1
Labour,PAYEMS,,,,,H4_primary_vs_gaussian_interval_score,0.00066450990549779998,h4_interval_method_comparisons.csv,,2,after_week_1,,,,gaussian_rmse,0.00066450990549779998,0.019270787259436199,1,1
Labour,PAYEMS,,,,,H4_primary_vs_gaussian_interval_score,0.0064549250549874003,h4_interval_method_comparisons.csv,,3,after_week_2,,,,gaussian_rmse,0.0064549250549874003,0.11618865098977321,1,0
Labour,PAYEMS,,,,,H4_primary_vs_gaussian_interval_score,0.0010222980862613,h4_interval_method_comparisons.csv,,4,month_end,,,,gaussian_rmse,0.0010222980862613,0.0276020483290551,1,1
Labour,PAYEMS,,,,,H4_primary_vs_gaussian_interval_score,0.00094002640464499996,h4_interval_method_comparisons.csv,,5,pre_employment_report,,,,gaussian_rmse,0.00094002640464499996,0.026320739330059999,1,1
